location,MntCode,HabZ,SamSite,latitude,longitude,date,direction,meas_num,h_category,height,distance,stem_count,genu_spp,health,fruit,structure
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,SW,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,1,VLS,25,25,1,Ledu gro,L,FA,E
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,1,LS,52,110,1,Betu gla,L,FA,E
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,1,MS,129,77,2,Sali spp,L,FA,E
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,2,VLS,23,29,1,Ledu gro,L,FA,E
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,2,LS,54,117,3,Betu gla,L,FA,E
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,2,MS,120,162,2,Sali spp,L,FA,E
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-S2A,IBE,S,S5,60.76774,-135.52344,2022-08-01,WN,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,1,VLS,19,80,1,Ledu gro,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,1,LS,70,200,2,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,1,MS,125,280,1,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,1,TS,201,910,3,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,2,VLS,20,130,4,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,2,LS,93,220,9,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,2,MS,110,280,5,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,ES,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,1,VLS,21,130,4,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,1,LS,81,210,7,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,1,MS,105,260,1,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,1,TS,230,640,2,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,2,VLS,27,140,1,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,2,LS,78,250,1,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,2,MS,135,420,4,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,NE,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,1,VLS,23,30,1,Ledu gro,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,1,LS,54,60,1,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,1,MS,101,150,4,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,2,VLS,22,60,1,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,2,LS,58,80,3,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,2,MS,120,320,5,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,SW,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,1,VLS,16,50,1,Ledu gro,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,1,LS,75,140,5,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,1,MS,196,330,1,Pice gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,2,VLS,28,80,2,Betu gla,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,2,LS,71,200,4,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,2,MS,140,340,4,Sali spp,L,FA,E
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D7,IBE,S,S6,60.766367,-135.518679,2022-08-01,WN,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,1,VLS,22,240,10,Betu gla,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,1,LS,56,550,8,Betu gla,L,FA,E
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,2,VLS,39,390,5,Betu gla,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,2,LS,85,550,5,Sali spp,L,FA,E
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,ES,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,1,VLS,26,320,1,Betu gla,L,FA,E
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,2,VLS,38,400,7,Betu gla,L,FA,E
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,NE,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,1,VLS,18,25,3,Sali spp,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,1,LS,60,520,10,Betu gla,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,2,VLS,28,58,3,Sali spp,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,2,LS,54,530,10,Betu gla,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,SW,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,1,VLS,17,42,5,Sali spp,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,2,VLS,20,55,4,Sali spp,L,FA,M
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-D9,IBE,S,S7,60.768802,-135.529928,2022-08-01,WN,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,ES,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,1,VLS,15,232,3,Dasi fru,L,FA,E
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,NE,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,SW,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T1,IBE,T,T1,60.76116,-135.52419,2022-08-01,WN,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,ES,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,NE,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,SW,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T2,IBE,T,T2,60.76737,-135.53969,2022-08-01,WN,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,ES,2,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,1,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,1,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,1,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,1,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,1,VLS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,2,LS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,2,MS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,2,TR,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,2,TS,NA,NA,NA,NA,NA,NA,NA
YTHEMP-YSL-266936-T3,IBE,T,T3,60.770977,-135.552167,2022-08-01,NE,2,VLS,NA,NA,NA,NA,NA,NA,NA
